url,heading,release,last_edited,pub,publication,time_period,is_latest_release
https://explore-education-statistics.service.gov.uk/find-statistics/student-loan-forecasts-for-england/2020-21,Student loan forecasts for England,Financial year 2020-21,24-Jun-21,NA,Student loan forecasts for England,2020-21,No
https://explore-education-statistics.service.gov.uk/find-statistics/student-loan-forecasts-for-england/2019-20,Student loan forecasts for England,Financial year 2019-20,24-Sep-20,NA,Student loan forecasts for England,2019-20,No
https://explore-education-statistics.service.gov.uk/data-tables/student-loan-forecasts-for-england,Create your own tables,Table Tool,NA,Student loan forecasts for England,Student loan forecasts for England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/special-educational-needs-in-england/data-guidance,Special educational needs in England,Academic year 2022/23,22-Jun-23,NA,Special educational needs in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/special-educational-needs-in-england/2021-22,Special educational needs in England,Academic year 2021/22,16-Jun-22,NA,Special educational needs in England,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/special-educational-needs-in-england/2020-21,Special educational needs in England,Academic year 2020/21,24-Jun-21,NA,Special educational needs in England,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/special-educational-needs-in-england/2019-20,Special educational needs in England,Academic year 2019/20,02-Jul-20,NA,Special educational needs in England,2019/20,No
https://explore-education-statistics.service.gov.uk/data-tables/special-educational-needs-in-england,Create your own tables,Table Tool,NA,Special educational needs in England,Special educational needs in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/secondary-and-primary-school-applications-and-offers/data-guidance,Secondary and primary school applications and offers,Academic year 2023/24,15-Jun-23,NA,Secondary and primary school applications and offers,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/secondary-and-primary-school-applications-and-offers/prerelease-access-list,Secondary and primary school applications and offers,Academic year 2023/24,15-Jun-23,NA,Secondary and primary school applications and offers,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/secondary-and-primary-school-applications-and-offers/2022-23,Secondary and primary school applications and offers,Academic year 2022/23,23-Jun-22,NA,Secondary and primary school applications and offers,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/secondary-and-primary-school-applications-and-offers/2021-22,Secondary and primary school applications and offers,Academic year 2021/22,17-Jun-21,NA,Secondary and primary school applications and offers,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/secondary-and-primary-school-applications-and-offers/2020-21,Secondary and primary school applications and offers,Academic year 2020/21,11-Jun-20,NA,Secondary and primary school applications and offers,2020/21,No
https://explore-education-statistics.service.gov.uk/data-tables/secondary-and-primary-school-applications-and-offers,Create your own tables,Table Tool,NA,Secondary and primary school applications and offers,Secondary and primary school applications and offers,,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-health-and-care-plans/data-guidance,"Education, health and care plans",Reporting year 2023,08-Jun-23,NA,"Education, health and care plans",2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-health-and-care-plans/2022,"Education, health and care plans",Reporting year 2022,12-May-22,NA,"Education, health and care plans",2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-health-and-care-plans/2021,"Education, health and care plans",Reporting year 2021,13-May-21,NA,"Education, health and care plans",2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-health-and-care-plans/2020,"Education, health and care plans",Reporting year 2020,07-May-20,NA,"Education, health and care plans",2020,No
https://explore-education-statistics.service.gov.uk/data-tables/education-health-and-care-plans,Create your own tables,Table Tool,NA,"Education, health and care plans","Education, health and care plans",,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/data-guidance,"Schools, pupils and their characteristics",Academic year 2022/23,08-Jun-23,NA,"Schools, pupils and their characteristics",2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2021-22,"Schools, pupils and their characteristics",Academic year 2021/22,09-Jun-22,NA,"Schools, pupils and their characteristics",2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2020-21,"Schools, pupils and their characteristics",Academic year 2020/21,17-Jun-21,NA,"Schools, pupils and their characteristics",2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2019-20,"Schools, pupils and their characteristics",Academic year 2019/20,25-Jun-20,NA,"Schools, pupils and their characteristics",2019/20,No
https://explore-education-statistics.service.gov.uk/data-tables/school-pupils-and-their-characteristics,Create your own tables,Table Tool,NA,"Schools, pupils and their characteristics","Schools, pupils and their characteristics",,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-workforce-in-england/data-guidance,School workforce in England,Reporting year 2022,08-Jun-23,NA,School workforce in England,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-workforce-in-england/2021,School workforce in England,Reporting year 2021,09-Jun-22,NA,School workforce in England,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-workforce-in-england/2020,School workforce in England,Reporting year 2020,17-Jun-21,NA,School workforce in England,2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-workforce-in-england/2019,School workforce in England,Reporting year 2019,25-Jun-20,NA,School workforce in England,2019,No
https://explore-education-statistics.service.gov.uk/data-tables/school-workforce-in-england,Create your own tables,Table Tool,NA,School workforce in England,School workforce in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/serious-incident-notifications/data-guidance,Serious incident notifications,Financial year 2022-23,25-May-23,NA,Serious incident notifications,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/serious-incident-notifications/prerelease-access-list,Serious incident notifications,Financial year 2022-23,25-May-23,NA,Serious incident notifications,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/serious-incident-notifications/2021-22,Serious incident notifications,Financial year 2021-22,26-May-22,NA,Serious incident notifications,2021-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/serious-incident-notifications/2020-21,Serious incident notifications,Financial year 2020-21,22-Jul-21,NA,Serious incident notifications,2020-21,No
https://explore-education-statistics.service.gov.uk/find-statistics/serious-incident-notifications/2020-21-part-1-apr-to-sep,Serious incident notifications,Part 1 (April to September) 2020-21,15-Jan-21,NA,Serious incident notifications,Part 1 (April to September) 2020-21,No
https://explore-education-statistics.service.gov.uk/data-tables/serious-incident-notifications,Create your own tables,Table Tool,NA,Serious incident notifications,Serious incident notifications,,No
https://explore-education-statistics.service.gov.uk/find-statistics/higher-level-learners-in-england/data-guidance,Higher Level Learners in England,Academic year 2021/22,25-May-23,NA,Higher Level Learners in England,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/higher-level-learners-in-england/prerelease-access-list,Higher Level Learners in England,Academic year 2021/22,25-May-23,NA,Higher Level Learners in England,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/higher-level-learners-in-england/2020-21,Higher Level Learners in England,Academic year 2020/21,23-Jun-22,NA,Higher Level Learners in England,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/higher-level-learners-in-england/2018-19,Higher Level Learners in England,Academic year 2018/19,21-Oct-21,NA,Higher Level Learners in England,2018/19,No
https://explore-education-statistics.service.gov.uk/data-tables/higher-level-learners-in-england,Create your own tables,Table Tool,NA,Higher Level Learners in England,Higher Level Learners in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-accommodated-in-secure-childrens-homes/data-guidance,Children accommodated in secure children's homes,Reporting year 2023,18-May-23,NA,Children accommodated in secure children's homes,2023,No
